X,Y,Vendor,Neighborhood,Address,Lat,Long,Planned_Install_Date,Original_Pole_Type,Attachment_Or_Replacement,New_Pole_Type,Pole_Identifying_Number,Intended_Commercial_Use,Spectrum,City_Reference,Requester_Email_Address,ObjectId
-7906941.83385947,5217833.20575833,Lightower,East Boston,"254 Bennington St, Boston, 02128",42.378411,-71.029267,2019/08/30 00:00:00+00,Standard Concrete - Aeriata,Replacement,Standard Concrete Light Pole (Lightower Exhibit X-1),SC-MA 0341,Single Carrier,Licensed,Lig473,mconstantino@lightower.com,866
-7910319.15589065,5214029.83633165,Crown Castle,Downtown / Financial District,85 Bedford Street,42.353167,-71.059606,2018/04/01 00:00:00+00,Acorn - Double,Replacement,Double Acorn Light Pole with Base & Whip Antenna (Crown Castle X-8),MC030,Neutral Host,Licensed,Cro652,joseph.shannon@crowncastle.com,867
-7922361.14180721,5213595.86963981,Verizon Wireless,Allston / Brighton,Breck Avenue,42.350286,-71.167781,2018/08/31 00:00:00+00,Wood Utility Pole (Not City Owned but In Right of Way),Attachment,Wood Utility Pole Antenna Top Mount (Verizon Exhibit X-4),0,Single Carrier,Licensed,Ver474,sdelsonno@structureconsulting.net,868
-7916078.82634429,5209999.4263261,Mobilitie,Jamaica Plain,"194-208 S Huntington Ave, Boston, MA 02130",42.326405,-71.111346,2017/10/13 00:00:00+00,Aeriata Light Pole,Replacement,Aeriata Light Pole (Mobilitie Exhibit X-2),9MAB000377,Neutral Host,Licensed,Mob476,chsmith@mobilitie.com,869
-7909904.04550948,5204220.95970447,Verizon Wireless,Dorchester,397 Ashmont Street,42.288016,-71.055877,2018/02/28 00:00:00+00,Wood Utility Pole (Not City Owned but In Right of Way),Replacement,Wood Utility Pole Antenna Top Mount (Verizon Exhibit X-4),37,Single Carrier,Licensed,Ver654,sdelsonno@structureconsulting.net,870
-7912676.90270565,5207786.75847034,Mobilitie,Dorchester,"374 Blue Hill Avenue, Boston, MA 02121",42.311708,-71.080786,2018/04/20 00:00:00+00,Aeriata Light Pole,Replacement,Aeriata Light Pole (Mobilitie Exhibit X-2),9MAB000325,Neutral Host,Licensed,Mob478,chsmith@mobilitie.com,871
-7910165.42367386,5215838.52125742,Mobilitie,North End,"85 N Washington St, Boston, MA 02114",42.365173,-71.058225,2018/06/29 00:00:00+00,Pendant,Replacement,Pendant Light Pole (Mobilitie Exhibit X-3),9MAB001495,Neutral Host,Licensed,Mob657,chsmith@mobilitie.com,872
-7910251.58495974,5214937.29921447,Mobilitie,Downtown / Financial District,"30 Court St Boston, MA 02108",42.359191,-71.058999,2018/05/04 00:00:00+00,Standard Concrete,Replacement,Standard Concrete Light Pole (Mobilitie Exhibit X-1),9MAB001505,Neutral Host,Licensed,Mob481,chsmith@mobilitie.com,873
-7908068.60974528,5218476.54275089,Verizon Wireless,East Boston,468 Meridian St.,42.38268,-71.039389,2020/07/29 00:00:00+00,Standard Concrete - Aeriata,Replacement,Standard Concrete Light Pole (Verizon Exhibit X-1A),485006,Single Carrier,Licensed,Ver658,vzwexhibitx1@gmail.com,874
-7919854.783472,5213527.78642425,Mobilitie,Mission Hill,"24-30 Warren St Boston, MA 02135",42.349834,-71.145266,2017/10/27 00:00:00+00,Aeriata Light Pole,Replacement,Aeriata Light Pole (Mobilitie Exhibit X-2),9MAB000429,Neutral Host,Licensed,Mob482,chsmith@mobilitie.com,875
-7907662.18228439,5217486.91597046,Verizon Wireless,East Boston,Bennington St.,42.376113,-71.035738,2018/06/28 00:00:00+00,Standard Concrete - Aeriata,Replacement,Standard Concrete Light Pole (Verizon Exhibit X-1),485167,Single Carrier,Licensed,Ver661,vzwexhibitx1@gmail.com,876
-7914559.53793394,5208289.40739459,Mobilitie,Jamaica Plain,"1985 Columbus Ave, Roxbury, MA 02119",42.315047,-71.097698,2018/05/04 00:00:00+00,Standard Concrete,Replacement,Standard Concrete Light Pole (Mobilitie Exhibit X-1),9MAB000315,Neutral Host,Licensed,Mob483,chsmith@mobilitie.com,877
-7906946.95455605,5217794.17594494,Verizon Wireless,East Boston,Intersection of Chelsea and Prescott Street,42.378152,-71.029313,2021/04/01 00:00:00+00,Standard Concrete - Aeriata,Replacement,Standard Concrete Light Pole (Verizon Exhibit X-1A),485168,Single Carrier,Licensed,Ver662,vzwexhibitx1@gmail.com,878
-7913585.4923895,5207194.87424859,Mobilitie,Roxbury,"129 Elm Hill Ave, Dorchester, MA 02121",42.307776,-71.088948,2018/05/04 00:00:00+00,Aeriata Light Pole,Replacement,Aeriata Light Pole (Mobilitie Exhibit X-2),9MAB000313,Neutral Host,Licensed,Mob484,chsmith@mobilitie.com,879
-7907755.57933717,5216714.36471204,Verizon Wireless,East Boston,Gove St,42.370986,-71.036577,2018/06/28 00:00:00+00,Standard Concrete - Aeriata,Replacement,Standard Concrete Light Pole (Verizon Exhibit X-1),485186,Single Carrier,Licensed,Ver666,vzwexhibitx1@gmail.com,880
-7907003.83881584,5217823.10922747,Mobilitie,East Boston,"236‐246 Bennington St, Boston, MA 02128",42.378344,-71.029824,2017/10/27 00:00:00+00,Aeriata Light Pole,Replacement,Aeriata Light Pole (Mobilitie Exhibit X-2),9MAB000719,Neutral Host,Licensed,Mob486,chsmith@mobilitie.com,881
-7908005.15763553,5217293.13182788,Verizon Wireless,East Boston,William C. Kelly Square,42.374827,-71.038819,2021/03/30 00:00:00+00,Pendant - Double,Replacement,Pendant Light Pole (Verizon Exhibit X-3A),485194,Single Carrier,Licensed,Ver667,vzwexhibitx1@gmail.com,882
-7919566.46599084,5213466.78307395,Mobilitie,Allston / Brighton,"56-104 Warren St, Boston, MA 02135",42.349429,-71.142676,2018/05/18 00:00:00+00,Aeriata Light Pole,Replacement,Aeriata Light Pole (Mobilitie Exhibit X-2),9MAB000430,Neutral Host,Licensed,Mob487,chsmith@mobilitie.com,883
-7908003.26520418,5217320.85808713,Verizon Wireless,East Boston,Intersection of Bennington and Meridian Street,42.375011,-71.038802,2021/03/31 00:00:00+00,Pendant - Double,Replacement,Pendant Light Pole (Verizon Exhibit X-3A),485166,Single Carrier,Licensed,Ver668,vzwexhibitx1@gmail.com,884
-7915345.67617793,5211198.18940863,Lightower,Mission Hill,715-725 Huntingtn Ave. Boston MA 02215,42.334366,-71.10476,2018/01/15 00:00:00+00,Pendant,Replacement,Pendant Light Pole (Lightower Exhibit X-3),SC-MA0164,Single Carrier,Licensed,Lig489,mconstantino@lightower.com,885
-7907407.26065048,5216486.99621878,Verizon Wireless,East Boston,Cottage St,42.369477,-71.033448,2018/06/28 00:00:00+00,Standard Concrete - Aeriata,Replacement,Standard Concrete Light Pole (Verizon Exhibit X-1),485189,Single Carrier,Licensed,Ver670,vzwexhibitx1@gmail.com,886
-7913250.19808323,5207486.14530694,Mobilitie,Roxbury,"64 Cheney St, Boston, MA 02121",42.309711,-71.085936,2018/05/18 00:00:00+00,Standard Concrete - Aeriata,Replacement,Aeriata Light Pole (Mobilitie Exhibit X-2),9MAB000323,Neutral Host,Licensed,Mob490,chsmith@mobilitie.com,887
-7916463.32386549,5206169.85195225,ExteNet Systems,Jamaica Plain,290 South St Boston MA 02130,42.300966,-71.1148,2018/08/28 00:00:00+00,Standard Concrete - Cobra,Replacement,Aeriata Light Pole (Extenet Exhibit X-2),CRAN_RCTB_00057_01,Neutral Host,Licensed,Ext671,exteneter@gmail.com,888
-7914352.70632005,5212798.93506293,Mobilitie,Fenway / Kenmore,"1272-1286 Boylston St, Boston, MA 02215",42.344995,-71.09584,2018/05/18 00:00:00+00,Standard Concrete - Cobra,Replacement,Standard Concrete Light Pole (Mobilitie Exhibit X-1),9MAB001558,Neutral Host,Licensed,Mob493,chsmith@mobilitie.com,889
-7916859.04350456,5204447.12502649,ExteNet Systems,Jamaica Plain,335 Hyde Park Ave Boston 02130,42.28951896,-71.11835481,2018/08/28 00:00:00+00,Pendant,Replacement,Pendant Light Pole (Extenet Exhibit X-3),CRAN_RCTB_00057_02,Neutral Host,Licensed,Ext672,exteneter@gmail.com,890
-7915764.01482433,5212000.41093426,Mobilitie,Fenway / Kenmore,"383-387 Longwood Ave, Boston, MA 02215",42.339693,-71.108518,2018/05/18 00:00:00+00,Standard Concrete - Aeriata,Replacement,Aeriata Light Pole (Mobilitie Exhibit X-2),9MAB001568,Neutral Host,Licensed,Mob494,chsmith@mobilitie.com,891
-7921328.6535301,5203385.99328403,Verizon Wireless,West Roxbury,"Chapin Ave., Boston, MA 02132",42.282467,-71.158506,2018/06/01 00:00:00+00,Wood Utility Pole (Not City Owned but In Right of Way),Attachment,Wood Utility Pole Antenna Top Mount (Verizon Exhibit X-4),386077,Single Carrier,Licensed,Ver673,vzwexhibitx1@gmail.com,892
-7915095.09600415,5211728.42808541,Mobilitie,Fenway / Kenmore,"98-144 Avenue Louis Pasteur, Boston, MA 02115",42.337887,-71.102509,2018/06/01 00:00:00+00,Standard Concrete - Aeriata,Replacement,Aeriata Light Pole (Mobilitie Exhibit X-2),9MAB001572,Neutral Host,Licensed,Mob495,chsmith@mobilitie.com,893
-7911352.75736266,5217933.56887483,Mobilitie,Charlestown,"360 Main St Boston, MA 02129",42.379077,-71.068891,2018/06/01 00:00:00+00,Standard Concrete - Aeriata,Replacement,Aeriata Light Pole (Mobilitie Exhibit X-2),9MAB001487,Neutral Host,Licensed,Mob496,chsmith@mobilitie.com,894
-7916043.6493852,5209308.78722709,Mobilitie,Jamaica Plain,"1-39 Perkins St, Boston, MA 02130",42.321818,-71.11103,2018/06/01 00:00:00+00,Standard Concrete - Aeriata,Replacement,Aeriata Light Pole (Mobilitie Exhibit X-2),9MAB000349,Neutral Host,Licensed,Mob497,chsmith@mobilitie.com,895
-7909003.69346794,5210737.09714581,Crown Castle,South Boston,"330 East 8th Street, Boston MA    02127",42.331304,-71.047789,2017/11/13 00:00:00+00,Standard Concrete - Cobra,Replacement,Standard Concrete Light Pole with Side Mount (Crown Castle X-18),SB036,Neutral Host,Licensed,Cro498,joseph.shannon@crowncastle.com,896
-7911565.26627059,5214968.7847969,Lightower,Beacon Hill,"112 Revere St, Boston, MA 02114",42.3594,-71.0708,2018/08/05 00:00:00+00,Acorn - Double,Replacement,Double Acorn Light Pole with Side Mount & Whip Antenna (Lightower Exhibit X-20),SC-MA 0042,Single Carrier,Licensed,Lig500,mconstantino@lightower.com,897
-7912974.01442658,5209855.93426801,Mobilitie,Roxbury,"147-157 Warren St, Boston, MA 02119",42.325452,-71.083455,2018/06/01 00:00:00+00,Standard Concrete - Cobra,Replacement,Standard Concrete Light Pole (Mobilitie Exhibit X-1),9MAB001663,Neutral Host,Licensed,Mob501,chsmith@mobilitie.com,898
-7913110.93740025,5201666.3356078,Mobilitie,Greater Mattapan,"308-314 River St Boston, MA 02126",42.271037,-71.084685,2018/06/01 00:00:00+00,Standard Concrete - Cobra,Replacement,Standard Concrete Light Pole (Mobilitie Exhibit X-1),9MAB001668,Neutral Host,Licensed,Mob503,chsmith@mobilitie.com,899
-7906923.46614349,5211268.51472802,Crown Castle,South Boston,863 East 4th Street,42.334833,-71.029102,2017/11/25 00:00:00+00,Standard Concrete - Aeriata,Replacement,Standard Concrete Light Pole with Side Mount (Crown Castle X-18),SB17,Neutral Host,Licensed,Cro504,joseph.shannon@crowncastle.com,900
-7911001.6556887,5208233.25511348,ExteNet Systems,Dorchester,28 - 34 Hancock St,42.314674,-71.065737,2023/03/31 00:00:00+00,Standard Concrete - Cobra,Replacement,Aeriata Light Pole with Side Mount (Extenet X-13),3548,Neutral Host,Licensed,Ext1454,ExteNetER@gmail.com,901
-7910504.39152333,5207599.34453738,ExteNet Systems,Dorchester,200 Hancock St.,42.310463,-71.06127,2022/06/30 00:00:00+00,Standard Concrete - Aeriata,Replacement,Aeriata Light Pole with Side Mount (Extenet X-13),3549,Neutral Host,Licensed,Ext1455,ExteNetER@gmail.com,902
-7910245.35106825,5207328.09013321,ExteNet Systems,Dorchester,281 Hancock St.,42.308661,-71.058943,2021/10/29 00:00:00+00,Standard Concrete - Aeriata,Replacement,Standard Concrete Light Pole (Extenet Exhibit X-1),3550,Neutral Host,Licensed,Ext1456,ExteNetER@gmail.com,903
-7910831.67082626,5207883.40228445,ExteNet Systems,Dorchester,101 HANCOCK ST ,42.31235,-71.06421,2022/06/30 00:00:00+00,Standard Concrete - Cobra,Replacement,Aeriata Light Pole with Side Mount (Extenet X-13),3552,Neutral Host,Licensed,Ext1458,ExteNetER@gmail.com,904
-7910284.42420952,5207694.02950685,ExteNet Systems,Dorchester,136 PLEASANT ST,42.311092,-71.059294,2021/08/21 00:00:00+00,Standard Concrete - Cobra,Replacement,Aeriata Light Pole with Side Mount (Extenet X-13),3553,Neutral Host,Licensed,Ext1459,ExteNetER@gmail.com,905
-7910262.27163085,5208041.16564423,ExteNet Systems,Dorchester,74 PLEASANT ST,42.313398,-71.059095,2021/10/08 00:00:00+00,Standard Concrete - Cobra,Replacement,Aeriata Light Pole with Side Mount (Extenet X-13),3554,Neutral Host,Licensed,Ext1460,ExteNetER@gmail.com,906
-7910622.94678102,5208395.39008669,ExteNet Systems,Dorchester,83 93 Stoughton St,42.315751,-71.062335,2022/09/30 00:00:00+00,Aeriata Light Pole,Replacement,Aeriata Light Pole with Side Mount (Extenet X-13),3555,Neutral Host,Licensed,Ext1461,ExteNetER@gmail.com,907
-7910637.86359279,5208547.29064313,ExteNet Systems,Dorchester,83 SUMNER ST,42.31676,-71.062469,2021/11/05 00:00:00+00,Wood Utility Pole (Not City Owned but In Right of Way),Attachment,Wood Utility Pole Antenna Side Mount (Extenet Exhibit X-5),3556,Single Carrier,Licensed,Ext1462,ExteNetER@gmail.com,908
-7911239.32280154,5208760.61793492,ExteNet Systems,Dorchester,713 Dudley St,42.318177,-71.067872,2023/03/31 00:00:00+00,Standard Concrete - Cobra,Replacement,Aeriata Light Pole with Side Mount (Extenet X-13),3557,Neutral Host,Licensed,Ext1463,ExteNetER@gmail.com,909
-7912785.43920917,5207011.98769483,ExteNet Systems,Dorchester,60 WASHINGTON ST,42.306561,-71.081761,2023/03/31 00:00:00+00,Standard Concrete - Cobra,Replacement,Aeriata Light Pole with Side Mount (Lightower X-13),3558,Neutral Host,Licensed,Ext1464,ExteNetER@gmail.com,910
-7912530.07229729,5206691.83183094,ExteNet Systems,Dorchester,143-153 WASHINGTON ST,42.304434,-71.079467,2022/09/30 00:00:00+00,Pendant,Replacement,Pendant Light Pole with Side Mount (Extenet X-16),3559,Neutral Host,Licensed,Ext1465,ExteNetER@gmail.com,911
-7912339.27069007,5206392.15647674,ExteNet Systems,Dorchester,212 Washington St,42.302443,-71.077753,2021/03/26 00:00:00+00,Pendant,Replacement,Pendant Light Pole (Extenet Exhibit X-3),NE-MA-BSTN3N01-03560,Single Carrier,Licensed,Ext1466,ExteNetER@gmail.com,912
-7912533.18924303,5207343.89553194,ExteNet Systems,Dorchester,61 STANWOOD ST,42.308766,-71.079495,2022/08/26 00:00:00+00,Aeriata Light Pole,Replacement,Aeriata Light Pole with Side Mount (Extenet X-13),3561,Neutral Host,Licensed,Ext1467,ExteNetER@gmail.com,913
-7912211.36459515,5207208.12048999,ExteNet Systems,Dorchester,131 DEVON ST,42.307864,-71.076604,2022/09/09 00:00:00+00,Aeriata Light Pole,Replacement,Aeriata Light Pole with Side Mount (Extenet X-13),3562,Neutral Host,Licensed,Ext1468,ExteNetER@gmail.com,914
-7912527.6232685,5206309.07387762,ExteNet Systems,Dorchester,8A-8B-8C Greenwood Street,42.301891,-71.079445,2021/11/30 00:00:00+00,Wood Utility Pole (Not City Owned but In Right of Way),Attachment,Wood Utility Pole Antenna Side Mount (Extenet Exhibit X-5),3565,Neutral Host,Licensed,Ext1471,ExteNetER@gmail.com,915
-7912817.05394456,5203102.22075682,ExteNet Systems,Dorchester,129 Selden St,42.280581,-71.082045,2021/06/25 00:00:00+00,Wood Utility Pole (Not City Owned but In Right of Way),Attachment,Wood Utility Pole Antenna Top Mount (Extenet Exhibit X-4),4054,Single Carrier,Licensed,Ext1472,ExteNetER@gmail.com,916
-7912503.80089746,5202906.62427807,ExteNet Systems,Dorchester,176 Fairmount St,42.279281,-71.079231,2023/09/29 00:00:00+00,Standard Concrete - Aeriata,Replacement,Standard Concrete Light Pole with Side Mount (Extenet X-18A),4055,Neutral Host,Licensed,Ext1473,ExteNetER@gmail.com,917
-7911946.42420706,5202553.80852654,ExteNet Systems,Greater Mattapan,40 Oakridge St,42.276936,-71.074224,2021/12/31 00:00:00+00,Wood Utility Pole (Not City Owned but In Right of Way),Attachment,Wood Utility Pole Antenna Side Mount (Extenet Exhibit X-5),4056,Neutral Host,Licensed,Ext1474,ExteNetER@gmail.com,918
-7914270.88649432,5203957.17519687,ExteNet Systems,Greater Mattapan,17-21 Courtland Rd.,42.286263,-71.095105,2023/06/30 00:00:00+00,Wood Utility Pole (Not City Owned but In Right of Way),Attachment,Wood Utility Pole Antenna Side Mount (Extenet Exhibit X-5),4057,Neutral Host,Licensed,Ext1475,ExteNetER@gmail.com,919
-7914051.0305,5204181.23355899,ExteNet Systems,Dorchester,59 Johnston Rd,42.287752,-71.09313,2022/11/30 00:00:00+00,Standard Concrete - Cobra,Replacement,Aeriata Light Pole with Side Mount (Extenet X-13),4058,Neutral Host,Licensed,Ext1476,ExteNetER@gmail.com,920
-7913293.05608719,5204622.74485097,ExteNet Systems,Dorchester,180 20 Stratton St,42.290686,-71.086321,2022/11/30 00:00:00+00,Standard Concrete - Aeriata,Replacement,Aeriata Light Pole with Side Mount (Extenet X-13),4060,Neutral Host,Licensed,Ext1477,ExteNetER@gmail.com,921
-7912769.07524403,5204660.81751039,ExteNet Systems,Dorchester,180 20 Stratton St,42.290939,-71.081614,2022/12/30 00:00:00+00,Standard Concrete - Aeriata,Replacement,Aeriata Light Pole with Side Mount (Extenet X-13),4061,Neutral Host,Licensed,Ext1478,ExteNetER@gmail.com,922
-7912140.56539901,5204524.47897035,ExteNet Systems,Dorchester,85-87 Southern Ave,42.290033,-71.075968,2023/04/28 00:00:00+00,Wood Utility Pole (Not City Owned but In Right of Way),Attachment,Wood Utility Pole Antenna Side Mount (Extenet Exhibit X-5),4062,Neutral Host,Licensed,Ext1479,ExteNetER@gmail.com,923
-7913839.96874546,5204667.43885807,ExteNet Systems,Dorchester,390 Harvard St,42.290983,-71.091234,2020/10/30 00:00:00+00,Wood Utility Pole (Not City Owned but In Right of Way),Attachment,Wood Utility Pole Antenna Side Mount (Extenet Exhibit X-5),4063,Single Carrier,Licensed,Ext1480,ExteNetER@gmail.com,924
-7913713.50980392,5204834.32844419,ExteNet Systems,Dorchester,12 Paxton St,42.292092,-71.090098,2020/10/30 00:00:00+00,Wood Utility Pole (Not City Owned but In Right of Way),Attachment,Wood Utility Pole Antenna Side Mount (Extenet Exhibit X-5),4064,Single Carrier,Licensed,Ext1481,ExteNetER@gmail.com,925
-7913653.2859594,5205088.80685999,ExteNet Systems,Dorchester,4 Wilbert Rd,42.293783,-71.089557,2021/12/31 00:00:00+00,Wood Utility Pole (Not City Owned but In Right of Way),Attachment,Wood Utility Pole Antenna Side Mount (Extenet Exhibit X-5),4065,Neutral Host,Licensed,Ext1482,ExteNetER@gmail.com,926
-7916506.7384669,5203364.92822345,ExteNet Systems,Roslindale,751 American Legion Highway,42.282327,-71.11519,2023/04/28 00:00:00+00,Pendant,Replacement,Pendant Light Pole with Side Mount (Extenet X-16),4066,Neutral Host,Licensed,Ext1483,ExteNetER@gmail.com,927
-7916189.58923763,5203624.33265891,ExteNet Systems,Roslindale,690-710 American Legion Highway,42.284051,-71.112341,2023/04/28 00:00:00+00,Pendant,Replacement,Pendant Light Pole with Side Mount (Extenet X-16),NE-MA-BSTN4N01-04067,Neutral Host,Licensed,Ext1484,ExteNetER@gmail.com,928
-7915900.937798,5203879.38048303,ExteNet Systems,Roslindale,606 American Legion Highway,42.285746,-71.109748,2021/03/05 00:00:00+00,Pendant,Replacement,Pendant Light Pole with Side Mount (Extenet X-16),NE-MA-BSTN4N01-04068,Single Carrier,Licensed,Ext1485,ExteNetER@gmail.com,929
-7917580.97155306,5214095.51299616,ExteNet Systems,Allston / Brighton,Gardner St,42.353603,-71.12484,2020/02/21 00:00:00+00,Wood Utility Pole (Not City Owned but In Right of Way),Attachment,Wood Utility Pole Antenna Side Mount (Extenet Exhibit X-5),3708,Single Carrier,Licensed,Ext1486,ExteNetER@gmail.com,930
-7914825.03491949,5212899.09420004,ExteNet Systems,Fenway / Kenmore,120 Brookline Ave,42.34566,-71.100083,2021/10/29 00:00:00+00,Standard Concrete - Cobra,Replacement,Aeriata Light Pole with Side Mount (Extenet X-13),3709,Neutral Host,Licensed,Ext1487,ExteNetER@gmail.com,931
-7915200.73820091,5212411.71323678,ExteNet Systems,Fenway / Kenmore,264-274 Brookline Ave,42.342424,-71.103458,2022/09/30 00:00:00+00,Standard Concrete - Cobra,Replacement,Aeriata Light Pole with Side Mount (Extenet X-13),3710,Neutral Host,Licensed,Ext1488,ExteNetER@gmail.com,932
-7912054.29279364,5207498.94036493,ExteNet Systems,Dorchester,275 Magnolia St,42.309796,-71.075193,2022/10/28 00:00:00+00,Standard Concrete - Aeriata,Replacement,Aeriata Light Pole with Side Mount (Extenet X-13),3581,Neutral Host,Licensed,Ext1490,ExteNetER@gmail.com,933
-7912449.81094443,5207420.21339967,ExteNet Systems,Dorchester,93 Devon St,42.309273,-71.078746,2022/09/16 00:00:00+00,Standard Concrete - Aeriata,Replacement,Aeriata Light Pole with Side Mount (Extenet X-13),3582,Neutral Host,Licensed,Ext1491,ExteNetER@gmail.com,934
-7912735.12279933,5207632.00999227,ExteNet Systems,Dorchester,6 4 Stanwood St,42.31068,-71.081309,2022/09/30 00:00:00+00,Standard Concrete - Aeriata,Replacement,Aeriata Light Pole with Side Mount (Extenet X-13),3583,Neutral Host,Licensed,Ext1492,ExteNetER@gmail.com,935
-7914419.831973,5208385.30361466,ExteNet Systems,Roxbury,30 WALNUT PK,42.315684,-71.096443,2022/09/30 00:00:00+00,Standard Concrete - Cobra,Replacement,Standard Concrete Light Pole (Extenet Exhibit X-1),3584,Neutral Host,Licensed,Ext1493,ExteNetER@gmail.com,936
-7913994.2575597,5208234.60999034,ExteNet Systems,Roxbury,22 24 Abbotsford St,42.314683,-71.09262,2022/12/23 00:00:00+00,Standard Concrete - Aeriata,Replacement,Aeriata Light Pole with Side Mount (Extenet X-13),3585,Neutral Host,Licensed,Ext1494,ExteNetER@gmail.com,937
-7914562.98883816,5208216.99660628,ExteNet Systems,Jamaica Plain,17 Dixwell St,42.314566,-71.097729,2022/12/30 00:00:00+00,Standard Concrete - Aeriata,Replacement,Aeriata Light Pole with Side Mount (Extenet X-13),3586,Neutral Host,Licensed,Ext1495,ExteNetER@gmail.com,938
-7914860.76847603,5208936.91390924,ExteNet Systems,Jamaica Plain,120 Amory St,42.319348,-71.100404,2022/06/30 00:00:00+00,Standard Concrete - Aeriata,Replacement,Aeriata Light Pole with Side Mount (Extenet X-13),NE-MA-BSTN3N01-03588,Neutral Host,Licensed,Ext1497,ExteNetER@gmail.com,939
-7914903.51516049,5209801.27836844,ExteNet Systems,Jamaica Plain,921 925 Parker St,42.325089,-71.100788,2023/04/28 00:00:00+00,Standard Concrete - Cobra,Replacement,Standard Concrete Light Pole with Side Mount (Extenet X-18A),NE-MA-BSTN3N01-03589,Neutral Host,Licensed,Ext1498,ExteNetER@gmail.com,940
-7915295.2484486,5209800.67610133,ExteNet Systems,Jamaica Plain,1 -58 Horan Wy,42.325085,-71.104307,2020/01/24 00:00:00+00,Standard Concrete - Cobra,Replacement,Standard Concrete Light Pole (Extenet Exhibit X-1),NE-MA-BSTN3N01-03590,Single Carrier,Licensed,Ext1499,ExteNetER@gmail.com,941
-7914688.11194581,5210036.31603121,ExteNet Systems,Mission Hill,165 Terrace St,42.32665,-71.098853,2022/09/30 00:00:00+00,Standard Concrete - Aeriata,Replacement,Aeriata Light Pole with Side Mount (Extenet X-13),NE-MA-BSTN3N01-03591,Neutral Host,Licensed,Ext1500,ExteNetER@gmail.com,942
-7914446.32601181,5208966.87401241,ExteNet Systems,Roxbury,41 55 Dimock Street,42.319547,-71.096681,2022/06/30 00:00:00+00,Standard Concrete - Aeriata,Replacement,Aeriata Light Pole with Side Mount (Extenet X-13),NE-MA-BSTN3N01-03592,Neutral Host,Licensed,Ext1501,ExteNetER@gmail.com,943
-7914875.90792678,5208809.54689009,ExteNet Systems,Jamaica Plain,90 92 W Walnut Pk,42.318502,-71.10054,2022/09/30 00:00:00+00,Standard Concrete - Aeriata,Replacement,Aeriata Light Pole with Side Mount (Extenet X-13),NE-MA-BSTN3N01-03593,Neutral Host,Licensed,Ext1502,ExteNetER@gmail.com,944
-7915263.18843525,5209231.8519139,ExteNet Systems,Jamaica Plain,25 ARMSTRONG ST,42.321307,-71.104019,2022/09/30 00:00:00+00,Standard Concrete - Aeriata,Replacement,Aeriata Light Pole with Side Mount (Extenet X-13),NE-MA-BSTN3N01-03594,Neutral Host,Licensed,Ext1503,ExteNetER@gmail.com,945
-7915623.52962695,5211609.6074653,ExteNet Systems,Fenway / Kenmore,43 Binney St.,42.337098,-71.107256,2022/06/30 00:00:00+00,Standard Concrete - Aeriata,Replacement,Aeriata Light Pole with Side Mount (Extenet X-13),NE-MA-BSTN3N01-03595,Neutral Host,Licensed,Ext1504,ExteNetER@gmail.com,946
-7915898.71140819,5211501.78167825,ExteNet Systems,Mission Hill,80 - 82 Fenwood Rd,42.336382,-71.109728,2022/12/30 00:00:00+00,Pendant,Replacement,Pendant Light Pole with Side Mount (Extenet X-16),NE-MA-BSTN3N01-03596,Neutral Host,Licensed,Ext1505,ExteNetER@gmail.com,947
-7915306.26907819,5211661.7136627,ExteNet Systems,Fenway / Kenmore,300 Longwood Ave,42.337444,-71.104406,2023/03/31 00:00:00+00,Standard Concrete - Aeriata,Replacement,Aeriata Light Pole with Side Mount (Extenet X-13),NE-MA-BSTN3N01-03598,Neutral Host,Licensed,Ext1507,ExteNetER@gmail.com,948
-7914994.01790651,5211516.08810171,ExteNet Systems,Fenway / Kenmore,179 Longwood Ave,42.336477,-71.101601,2022/06/30 00:00:00+00,Standard Concrete - Aeriata,Replacement,Aeriata Light Pole with Side Mount (Extenet X-13),NE-MA-BSTN3N01-03599,Neutral Host,Licensed,Ext1508,ExteNetER@gmail.com,949
-7915065.37370011,5211840.62382901,ExteNet Systems,Fenway / Kenmore,77 Avenue Louis Pasteure,42.338632,-71.102242,2022/12/30 00:00:00+00,Standard Concrete - Aeriata,Replacement,Aeriata Light Pole with Side Mount (Extenet X-13),NE-MA-BSTN3N01-03601,Neutral Host,Licensed,Ext1509,ExteNetER@gmail.com,950
-7914731.63786671,5211860.20174598,ExteNet Systems,Fenway / Kenmore,300 Fenway St,42.338762,-71.099244,2022/06/30 00:00:00+00,Standard Concrete - Aeriata,Replacement,Aeriata Light Pole with Side Mount (Extenet X-13),NE-MA-BSTN3N01-03602,Neutral Host,Licensed,Ext1510,ExteNetER@gmail.com,951
-7915698.22500527,5211327.39564334,ExteNet Systems,Mission Hill,58 Fenwood Rd,42.335224,-71.107927,2022/09/30 00:00:00+00,Standard Concrete - Aeriata,Replacement,Aeriata Light Pole with Side Mount (Extenet X-13),NE-MA-BSTN3N01-03603,Neutral Host,Licensed,Ext1511,ExteNetER@gmail.com,952
-7915857.30055761,5212049.80843603,ExteNet Systems,Fenway / Kenmore,1 Autumn St,42.340021,-71.109356,2022/06/30 00:00:00+00,Standard Concrete - Aeriata,Replacement,Aeriata Light Pole with Side Mount (Extenet X-13),NE-MA-BSTN3N01-03604,Neutral Host,Licensed,Ext1512,ExteNetER@gmail.com,953
